Pos,Team,Player,Salary,projOwn%,actualOwn%,Diff,Proj,Scored,dk_id,dk_player_name,dk_name_plus_id,dk_team_abbr,dk_salary,dk_slate_date,dk_game_key,salary_diff,candidate_count,best_tie_count,match_method,match_status
G,,Ayden Kelley,"$3,000",0%,0%,0%,0.0,0.0,42169127,Ayden Kelley,Ayden Kelley (42169127),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Anthony Batson Jr.,"$3,000",0%,0%,0%,0.0,0.0,42168966,Anthony Batson Jr.,Anthony Batson Jr. (42168966),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
F,,Liam Murphy,"$3,000",0%,0%,0%,0.0,0.0,42169015,Liam Murphy,Liam Murphy (42169015),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Brady Stevens,"$3,000",0%,0%,0%,0.0,0.0,42169135,Brady Stevens,Brady Stevens (42169135),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
G,,JJ White,"$4,600",0%,0%,0%,0.0,0.0,42168708,JJ White,JJ White (42168708),BAY,4600,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Sean Jones,"$3,000",0%,0%,0%,0.0,0.0,42168942,Sean Jones,Sean Jones (42168942),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Nash Walker,"$3,000",0%,0%,0%,0.0,0.0,42168944,Nash Walker,Nash Walker (42168944),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Jalen Crawford,"$3,000",0%,0%,0%,0.0,0.0,42169089,Jalen Crawford,Jalen Crawford (42169089),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
G,,Xavier Osceola,"$3,000",0%,0%,0%,0.0,0.0,42169139,Xavier Osceola,Xavier Osceola (42169139),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
F,,Sheek Pearson,"$3,000",0%,0%,0%,0.0,0.0,42168946,Sheek Pearson,Sheek Pearson (42168946),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
F,,Lassina Traore,"$3,600",0%,0%,0%,0.0,0.0,42168808,Lassina Traore,Lassina Traore (42168808),TEX,3600,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Mayo Soyoye,"$3,000",0%,0%,0%,0.0,0.0,42168989,Mayo Soyoye,Mayo Soyoye (42168989),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
F,,Paulo Semedo,"$3,000",0%,0%,0%,0.0,0.0,42168974,Paulo Semedo,Paulo Semedo (42168974),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Juslin Bodo Bodo,"$3,000",0%,0%,0%,0.0,0.0,42168987,Juslin Bodo Bodo,Juslin Bodo Bodo (42168987),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
F,,Christian Nitu,"$3,000",0%,0%,0%,0.0,0.0,42168920,Christian Nitu,Christian Nitu (42168920),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Patrick O'Brien,"$3,000",0%,0%,0%,0.0,0.0,42169057,Patrick O'Brien,Patrick O'Brien (42169057),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
F,,Isaiah Medina,"$3,000",0%,0%,0%,0.0,0.0,42168926,Isaiah Medina,Isaiah Medina (42168926),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
F,,Chisom Okpara,"$3,000",0%,0%,0%,0.0,0.0,42168954,Chisom Okpara,Chisom Okpara (42168954),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
G/F,,Andre Iguodala II,"$3,000",0%,0%,0%,0.0,0.0,42168984,Andre Iguodala II,Andre Iguodala II (42168984),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Aaron Fine,"$3,000",0%,0%,0%,0.0,0.0,42169147,Aaron Fine,Aaron Fine (42169147),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
F,,Declan Duru Jr.,"$3,000",0%,0%,0%,0.0,0.0,42169017,Declan Duru Jr.,Declan Duru Jr. (42169017),TEX,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Jonah Lucas,"$3,000",0%,0%,0%,0.0,0.0,42169099,Jonah Lucas,Jonah Lucas (42169099),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Markus Burton,"$8,500",0%,0%,0%,0.0,0.0,42168515,Markus Burton,Markus Burton (42168515),ND,8500,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
F,,Andrej Acimovic,"$3,000",0%,0%,0%,0.0,0.0,42168962,Andrej Acimovic,Andrej Acimovic (42168962),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
F,,Cedric Lath,"$3,000",0%,0%,0%,0.0,0.0,42169033,Cedric Lath,Cedric Lath (42169033),UH,3000,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
F,,Raleigh Burgess,"$3,000",0%,0%,0%,0.0,0.0,42168976,Raleigh Burgess,Raleigh Burgess (42168976),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Myles Rice,"$3,700",0%,0%,0%,0.0,0.0,42168794,Myles Rice,Myles Rice (42168794),UMD,3700,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Tommy Ahneman,"$3,000",0%,0%,0%,0.0,0.0,42168914,Tommy Ahneman,Tommy Ahneman (42168914),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
F,,Benjamin Mayhew,"$3,000",0%,0%,0%,0.0,0.0,42169003,Benjamin Mayhew,Benjamin Mayhew (42169003),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
G,,Drew Snively,"$3,000",0%,0%,0%,0.0,0.0,42169125,Drew Snively,Drew Snively (42169125),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
F,,Cameron Grant,"$3,000",0%,0%,0%,0.0,0.0,42169029,Cameron Grant,Cameron Grant (42169029),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
F,,Luke Devine,"$3,000",0%,0%,0%,0.0,0.0,42168982,Luke Devine,Luke Devine (42168982),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
G,,Will Kuykendall,"$3,000",0%,0%,0%,0.0,0.0,42169145,Will Kuykendall,Will Kuykendall (42169145),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
F,,Jeremy Lorenz,"$3,000",0%,0%,0%,0.0,0.0,42168922,Jeremy Lorenz,Jeremy Lorenz (42168922),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
G,,Jasen Lopez,"$3,000",0%,0%,0%,0.0,0.0,42168889,Jasen Lopez,Jasen Lopez (42168889),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
G,,Ethan Kitch,"$3,000",0%,0%,0%,0.0,0.0,42169075,Ethan Kitch,Ethan Kitch (42169075),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
G,,Maximo Garcia-Plata,"$3,000",0%,0%,0%,0.0,0.0,42169103,Maximo Garcia-Plata,Maximo Garcia-Plata (42169103),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
F,,Elmir Dzafic,"$3,000",0%,0%,0%,0.0,0.0,42169009,Elmir Dzafic,Elmir Dzafic (42169009),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Antione West Jr.,"$3,000",0%,0%,0%,0.0,0.0,42169087,Antione West Jr.,Antione West Jr. (42169087),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Maximus Gizzi,"$3,000",0%,0%,0%,0.0,0.0,42169101,Maximus Gizzi,Maximus Gizzi (42169101),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
F,,Maikcol Perez,"$3,000",0%,0%,0%,0.0,0.0,42168991,Maikcol Perez,Maikcol Perez (42168991),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Brandin Cummings,"$3,000",0%,0%,0%,0.0,0.0,42168936,Brandin Cummings,Brandin Cummings (42168936),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
G,,Jonah Goorin,"$3,000",0%,0%,0%,0.0,0.0,42169059,Jonah Goorin,Jonah Goorin (42169059),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G,,Mark Zachery IV,"$3,000",0%,0%,0%,0.0,0.0,42169055,Mark Zachery IV,Mark Zachery IV (42169055),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
F,,Robert Vaihola,"$3,000",0%,0%,0%,0.0,0.0,42169069,Robert Vaihola,Robert Vaihola (42169069),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
F,,Jasir Rencher,"$3,000",0%,0%,0%,0.0,0.0,42168906,Jasir Rencher,Jasir Rencher (42168906),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Myles Jones,"$3,000",0%,0%,0%,0.0,0.0,42169067,Myles Jones,Myles Jones (42169067),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
F,,Peteris Pinnis,"$3,000",0%,0%,0%,0.0,0.0,42169027,Peteris Pinnis,Peteris Pinnis (42169027),PROV,3000,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
G/F,,Amarion Dickerson,"$3,800",0%,0%,0%,0.0,0.0,42168781,Amarion Dickerson,Amarion Dickerson (42168781),USC,3800,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G,,EJ Neal Jr.,"$3,000",0%,0%,0%,0.0,0.0,42169109,EJ Neal Jr.,EJ Neal Jr. (42169109),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G,,Jack Lusk,"$3,000",0%,0%,0%,0.0,0.0,42169149,Jack Lusk,Jack Lusk (42169149),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Kordel Jefferson,"$3,000",0%,0%,0%,0.0,0.0,42168918,Kordel Jefferson,Kordel Jefferson (42168918),UH,3000,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
F,,Timo Malovec,"$3,200",0%,0%,0%,0.0,0.0,42168852,Timo Malovec,Timo Malovec (42168852),MIA,3200,2026-03-04,MIA@SMU,0.0,2,1,exact_name,matched
F,,Evan Stinson,"$3,000",0%,0%,0%,0.0,0.0,42168970,Evan Stinson,Evan Stinson (42168970),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
G,,Jordyn Kee,"$3,000",0%,0%,0%,0.0,0.0,42169133,Jordyn Kee,Jordyn Kee (42169133),MIA,3000,2026-03-04,MIA@SMU,0.0,2,1,exact_name,matched
G,,Amere Brown,"$3,000",0%,0%,0%,0.0,0.0,42169129,Amere Brown,Amere Brown (42169129),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,RJ Spencer,"$3,000",0%,0%,0%,0.0,0.0,42169111,RJ Spencer,RJ Spencer (42169111),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
G,,JJ Mandaquit,"$3,000",0%,0%,0%,0.0,0.0,42168904,JJ Mandaquit,JJ Mandaquit (42168904),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Ilija Milijasevic,"$3,000",0%,0%,0%,0.0,0.0,42168887,Ilija Milijasevic,Ilija Milijasevic (42168887),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
G,,Bryce Jackson,"$3,000",0%,0%,0%,0.0,0.0,42169063,Bryce Jackson,Bryce Jackson (42169063),UH,3000,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
F,,Cole Bott,"$3,000",0%,0%,0%,0.0,0.0,42169007,Cole Bott,Cole Bott (42169007),TEX,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Alier Maluk,"$3,000",0%,0%,0%,0.0,0.0,42169031,Alier Maluk,Alier Maluk (42169031),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
G,,Ryan Cornish,"$3,000",0%,0%,0%,0.0,0.0,42169162,Ryan Cornish,Ryan Cornish (42169162),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G/F,,Karim Rtail,"$3,000",0%,0%,0%,0.0,0.0,42169164,Karim Rtail,Karim Rtail (42169164),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Phoenix Gill,"$3,000",0%,0%,0%,0.0,0.0,42169153,Phoenix Gill,Phoenix Gill (42169153),NW,3000,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
G,,Max Green,"$3,400",0%,0%,0%,0.0,0.0,42168828,Max Green,Max Green (42168828),NW,3400,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
F,,Tallis Toure,"$3,000",0%,0%,0%,0.0,0.0,42168964,Tallis Toure,Tallis Toure (42168964),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
G,,Drew Perry,"$3,000",0%,0%,0%,0.0,0.0,42169119,Drew Perry,Drew Perry (42169119),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Zion Stanford,"$3,000",0%,0%,0%,0.0,0.0,42169121,Zion Stanford,Zion Stanford (42169121),VU,3000,2026-03-04,VU@DPU,0.0,3,1,exact_name,matched
F,,Ian Miletic,"$3,000",0%,0%,0%,0.0,0.0,42168948,Ian Miletic,Ian Miletic (42168948),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Tryce Grensing,"$3,000",0%,0%,0%,0.0,0.0,42169117,Tryce Grensing,Tryce Grensing (42169117),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
G,,Anthon McDermott,"$3,000",0%,0%,0%,0.0,0.0,42169123,Anthon McDermott,Anthon McDermott (42169123),TEX,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Jaden Karuletwa,"$3,000",0%,0%,0%,0.0,0.0,42169143,Jaden Karuletwa,Jaden Karuletwa (42169143),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Jacob Ognacevic,"$3,000",0%,0%,0%,0.0,0.0,42168908,Jacob Ognacevic,Jacob Ognacevic (42168908),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
F,,Cade Bennerman,"$3,000",0%,0%,0%,0.0,0.0,42168972,Cade Bennerman,Cade Bennerman (42168972),NW,3000,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
G/F,,Marcus Allen,"$3,000",0%,0%,0%,0.0,0.0,42169159,Marcus Allen,Marcus Allen (42169159),MIA,3000,2026-03-04,MIA@SMU,0.0,2,1,exact_name,matched
G,,Jordan Rayford,"$3,000",0%,0%,0%,0.0,0.0,42168934,Jordan Rayford,Jordan Rayford (42168934),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
F,,Kieran Mullen,"$3,000",0%,0%,0%,0.0,0.0,42169039,Kieran Mullen,Kieran Mullen (42169039),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
G,,Jack Janicki,"$3,000",0%,0%,0%,0.0,0.0,42168910,Jack Janicki,Jack Janicki (42168910),WISC,3000,2026-03-04,UMD@WISC,0.0,3,1,exact_name,matched
F,,Lewis Obiorah,"$3,000",0%,0%,0%,0.0,0.0,42168978,Lewis Obiorah,Lewis Obiorah (42168978),TEX,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Nigel Walls,"$3,000",0%,0%,0%,0.0,0.0,42169011,Nigel Walls,Nigel Walls (42169011),SMU,3000,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
F,,Mitchell Holmes,"$3,000",0%,0%,0%,0.0,0.0,42169041,Mitchell Holmes,Mitchell Holmes (42169041),SMU,3000,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
G/F,,Jaylen Harrell,"$3,000",0%,0%,0%,0.0,0.0,42168894,Jaylen Harrell,Jaylen Harrell (42168894),PROV,3000,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
G,,Malcolm Flaggs,"$3,000",0%,0%,0%,0.0,0.0,42169053,Malcolm Flaggs,Malcolm Flaggs (42169053),VU,3000,2026-03-04,VU@DPU,0.0,3,1,exact_name,matched
G,,B.J. Edwards,"$7,400",0%,0%,0%,0.0,0.0,42168569,B.J. Edwards,B.J. Edwards (42168569),SMU,7400,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
G,,Desmond Claude,"$3,000",0%,0%,0%,0.0,0.0,42168902,Desmond Claude,Desmond Claude (42168902),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
F,,Nico Onyekwere,"$3,400",0%,0%,0%,0.0,0.0,42168832,Nico Onyekwere,Nico Onyekwere (42168832),VU,3400,2026-03-04,VU@DPU,0.0,3,1,exact_name,matched
F,,Khaman Maker,"$3,000",0%,0%,0%,0.0,0.0,42168924,Khaman Maker,Khaman Maker (42168924),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
G,,Jason Drake,"$3,000",0%,0%,0%,0.0,0.0,42168932,Jason Drake,Jason Drake (42168932),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
G,,Wade Chiddick,"$3,000",0%,0%,0%,0.0,0.0,42169021,Wade Chiddick,Wade Chiddick (42169021),VU,3000,2026-03-04,VU@DPU,0.0,3,1,exact_name,matched
G,,Amsal Delalic,"$3,000",0%,0%,0%,0.0,0.0,42168928,Amsal Delalic,Amsal Delalic (42168928),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
G,,Rakease Passmore,"$3,000",0%,0%,0%,0.0,0.0,42168952,Rakease Passmore,Rakease Passmore (42168952),UMD,3000,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Dishon Jackson,"$3,000",0%,0%,0%,0.0,0.0,42168940,Dishon Jackson,Dishon Jackson (42168940),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
F,,Josh Harris,"$3,000",0%,0%,0%,0.0,0.0,42168930,Josh Harris,Josh Harris (42168930),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
F,,Pharrel Payne,"$8,000",0%,0%,0%,0.0,0.0,42168539,Pharrel Payne,Pharrel Payne (42168539),UMD,8000,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Billy White III,"$3,000",0%,0%,0%,0.0,0.0,42168995,Billy White III,Billy White III (42168995),SMU,3000,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
F,,Brit Burden,"$3,000",0%,0%,0%,0.0,0.0,42168968,Brit Burden,Brit Burden (42168968),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G,,Jack Williams,"$3,000",0%,0%,0%,0.0,0.0,42169115,Jack Williams,Jack Williams (42169115),PROV,3000,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
F,,Nehemiah Turner,"$3,000",0%,0%,0%,0.0,0.0,42169073,Nehemiah Turner,Nehemiah Turner (42169073),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
F,,Jonas Johnson,"$3,000",0%,0%,0%,0.0,0.0,42168997,Jonas Johnson,Jonas Johnson (42168997),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
F,,Salih Altuntas,"$3,000",0%,0%,0%,0.0,0.0,42169049,Salih Altuntas,Salih Altuntas (42169049),MIA,3000,2026-03-04,MIA@SMU,0.0,2,1,exact_name,matched
F,,Matthew MacLellan,"$3,200",0%,0%,0%,0.0,0.0,42168867,Matthew MacLellan,Matthew MacLellan (42168867),ND,3200,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
F,,Jaylen Crocker-Johnson,"$7,800",0%,0%,0%,0.0,0.0,42168549,Jaylen Crocker-Johnson,Jaylen Crocker-Johnson (42168549),MINN,7800,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
G,,Casey O'Malley,"$3,000",0%,0%,0%,0.0,0.0,42169097,Casey O'Malley,Casey O'Malley (42169097),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
F,,Jajuan Nelson,"$3,000",0%,0%,0%,0.0,0.0,42169005,Jajuan Nelson,Jajuan Nelson (42169005),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
G/F,,Jaziah Harper,"$3,000",0%,0%,0%,0.0,0.0,42169167,Jaziah Harper,Jaziah Harper (42169167),UMD,3000,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Sam King,"$3,000",0%,0%,0%,0.0,0.0,42169001,Sam King,Sam King (42169001),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
F,,Kebba Njie,"$3,000",0%,0%,0%,0.0,0.0,42168912,Kebba Njie,Kebba Njie (42168912),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
F,,Gus Hurlburt,"$3,000",0%,0%,0%,0.0,0.0,42168993,Gus Hurlburt,Gus Hurlburt (42168993),NW,3000,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
G,,John Laboy II,"$3,000",0%,0%,0%,0.0,0.0,42169105,John Laboy II,John Laboy II (42169105),MIA,3000,2026-03-04,MIA@SMU,0.0,2,1,exact_name,matched
G,,Max Lorenson,"$3,000",0%,0%,0%,0.0,0.0,42169083,Max Lorenson,Max Lorenson (42169083),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
G,,Chance Stephens,"$3,000",0%,0%,0%,0.0,0.0,42169081,Chance Stephens,Chance Stephens (42169081),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
G,,Ian Stephens,"$3,000",0%,0%,0%,0.0,0.0,42169141,Ian Stephens,Ian Stephens (42169141),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
G,,Kai Shinholster,"$3,100",0.20%,0%,0%,4.54,-0.5,42168879,Kai Shinholster,Kai Shinholster (42168879),MINN,3100,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
G,,Nate Kasher,"$3,000",0%,0%,0%,0.0,-0.5,42169091,Nate Kasher,Nate Kasher (42169091),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
G,,Aleksa Ristic,"$3,000",0%,0%,0%,0.0,-0.5,42169137,Aleksa Ristic,Aleksa Ristic (42169137),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
